epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202015,2020-04-09,25,SP,São Bernardo do Campo,3548708,city,164,19.42017,17,7,0,0.0427,844483,False,False
202015,2020-04-08,24,SP,São Bernardo do Campo,3548708,city,147,17.4071,18,7,1,0.0476,844483,False,False
202015,2020-04-07,23,SP,São Bernardo do Campo,3548708,city,129,15.27562,40,6,1,0.0465,844483,False,False
202015,2020-04-06,22,SP,São Bernardo do Campo,3548708,city,89,10.53899,8,5,0,0.0562,844483,False,False
202015,2020-04-05,21,SP,São Bernardo do Campo,3548708,city,81,9.59167,4,5,1,0.0617,844483,False,False
202014,2020-04-04,20,SP,São Bernardo do Campo,3548708,city,77,9.118,7,4,0,0.0519,844483,False,False
202014,2020-04-03,19,SP,São Bernardo do Campo,3548708,city,70,8.2891,11,4,2,0.0571,844483,False,False
202014,2020-04-02,18,SP,São Bernardo do Campo,3548708,city,59,6.98652,7,2,0,0.0339,844483,False,False
202014,2020-04-01,17,SP,São Bernardo do Campo,3548708,city,52,6.15761,8,2,1,0.0385,844483,False,False
202014,2020-03-31,16,SP,São Bernardo do Campo,3548708,city,44,5.21029,11,1,0,0.0227,844483,False,False
202014,2020-03-30,15,SP,São Bernardo do Campo,3548708,city,33,3.90772,18,1,1,0.0303,844483,False,False
202014,2020-03-29,14,SP,São Bernardo do Campo,3548708,city,15,1.77623,0,0,0,0.0,844483,False,True
202013,2020-03-28,13,SP,São Bernardo do Campo,3548708,city,15,1.77623,0,0,0,0.0,844483,False,True
202013,2020-03-27,12,SP,São Bernardo do Campo,3548708,city,15,1.77623,2,0,0,0.0,844483,False,False
202013,2020-03-26,11,SP,São Bernardo do Campo,3548708,city,13,1.5394,0,0,0,0.0,844483,False,False
202013,2020-03-25,10,SP,São Bernardo do Campo,3548708,city,13,1.5394,9,0,0,0.0,844483,False,False
202013,2020-03-24,9,SP,São Bernardo do Campo,3548708,city,4,0.47366,0,0,0,0.0,844483,False,True
202013,2020-03-23,8,SP,São Bernardo do Campo,3548708,city,4,0.47366,0,0,0,0.0,844483,False,True
202013,2020-03-22,7,SP,São Bernardo do Campo,3548708,city,4,0.47366,0,0,0,0.0,844483,False,True
202012,2020-03-21,6,SP,São Bernardo do Campo,3548708,city,4,0.47366,0,0,0,0.0,844483,False,True
202012,2020-03-20,5,SP,São Bernardo do Campo,3548708,city,4,0.47366,1,0,0,0.0,844483,False,False
202012,2020-03-19,4,SP,São Bernardo do Campo,3548708,city,3,0.35525,0,0,0,0.0,844483,False,False
202012,2020-03-18,3,SP,São Bernardo do Campo,3548708,city,3,0.35525,2,0,0,0.0,844483,False,False
202012,2020-03-17,2,SP,São Bernardo do Campo,3548708,city,1,0.11842,0,0,0,0.0,844483,False,False
202012,2020-03-16,1,SP,São Bernardo do Campo,3548708,city,1,0.11842,1,0,0,0.0,844483,False,False
